shopping,travel,dining,fuel,groceries,cardNorm,reward
32576,9440,111,9310,3849,0.600000,4864.17
32576,9440,111,9310,3849,0.640000,11018.64
32576,9440,111,9310,3849,0.680000,23247.84
32576,9440,111,9310,3849,0.720000,6535.53
32576,9440,111,9310,3849,0.760000,6634.32
32576,9440,111,9310,3849,0.800000,23207.88
32576,9440,111,9310,3849,0.840000,8868.72
32576,9440,111,9310,3849,0.880000,11018.64
32576,9440,111,9310,3849,0.920000,2111.35
32576,9440,111,9310,3849,0.960000,3205.59
32576,9440,111,9310,3849,1.000000,13955.16
16699,48566,17212,1924,1141,0.000000,20482.92
16699,48566,17212,1924,1141,0.040000,16941.78
16699,48566,17212,1924,1141,0.080000,44148.60
16699,48566,17212,1924,1141,0.120000,18417.48
16699,48566,17212,1924,1141,0.160000,2566.26
16699,48566,17212,1924,1141,0.200000,13603.41
16699,48566,17212,1924,1141,0.240000,20619.84
16699,48566,17212,1924,1141,0.280000,6497.55
16699,48566,17212,1924,1141,0.320000,10957.68
16699,48566,17212,1924,1141,0.360000,18417.48
16699,48566,17212,1924,1141,0.400000,8829.72
16699,48566,17212,1924,1141,0.440000,14471.28
16699,48566,17212,1924,1141,0.480000,5040.57
16699,48566,17212,1924,1141,0.520000,4084.56
16699,48566,17212,1924,1141,0.560000,10265.04
16699,48566,17212,1924,1141,0.600000,9063.81
16699,48566,17212,1924,1141,0.640000,14471.28
16699,48566,17212,1924,1141,0.680000,26816.16
16699,48566,17212,1924,1141,0.720000,8608.77
16699,48566,17212,1924,1141,0.760000,10265.04
16699,48566,17212,1924,1141,0.800000,20619.84
16699,48566,17212,1924,1141,0.840000,10726.80
16699,48566,17212,1924,1141,0.880000,14471.28
16699,48566,17212,1924,1141,0.920000,2866.87
16699,48566,17212,1924,1141,0.960000,6497.55
16699,48566,17212,1924,1141,1.000000,31818.12
20975,38583,15766,5338,7466,0.000000,23431.20
20975,38583,15766,5338,7466,0.040000,15383.04
20975,38583,15766,5338,7466,0.080000,41341.44
20975,38583,15766,5338,7466,0.120000,21539.28
20975,38583,15766,5338,7466,0.160000,2643.84
20975,38583,15766,5338,7466,0.200000,12979.20
20975,38583,15766,5338,7466,0.240000,24327.12
20975,38583,15766,5338,7466,0.280000,6061.05
20975,38583,15766,5338,7466,0.320000,12497.04
20975,38583,15766,5338,7466,0.360000,21539.28
20975,38583,15766,5338,7466,0.400000,8268.29
20975,38583,15766,5338,7466,0.440000,15880.20
20975,38583,15766,5338,7466,0.480000,4903.56
20975,38583,15766,5338,7466,0.520000,4375.32
20975,38583,15766,5338,7466,0.560000,10575.36
20975,38583,15766,5338,7466,0.600000,8704.89
20975,38583,15766,5338,7466,0.640000,15880.20
20975,38583,15766,5338,7466,0.680000,30002.88
20975,38583,15766,5338,7466,0.720000,8805.90
20975,38583,15766,5338,7466,0.760000,10575.36
20975,38583,15766,5338,7466,0.800000,24327.12
20975,38583,15766,5338,7466,0.840000,11856.48
20975,38583,15766,5338,7466,0.880000,15880.20
20975,38583,15766,5338,7466,0.920000,2996.86
20975,38583,15766,5338,7466,0.960000,6061.05
20975,38583,15766,5338,7466,1.000000,28874.16
19516,37399,5317,4137,5551,0.000000,19302.24
19516,37399,5317,4137,5551,0.040000,12856.02
19516,37399,5317,4137,5551,0.080000,34342.44
19516,37399,5317,4137,5551,0.120000,18664.20
19516,37399,5317,4137,5551,0.160000,2157.60
19516,37399,5317,4137,5551,0.200000,10743.21
19516,37399,5317,4137,5551,0.240000,19968.36
19516,37399,5317,4137,5551,0.280000,5146.53
19516,37399,5317,4137,5551,0.320000,10119.72
19516,37399,5317,4137,5551,0.360000,18664.20
19516,37399,5317,4137,5551,0.400000,6868.49
19516,37399,5317,4137,5551,0.440000,12276.48
19516,37399,5317,4137,5551,0.480000,4024.56
19516,37399,5317,4137,5551,0.520000,3488.07
19516,37399,5317,4137,5551,0.560000,8630.40
19516,37399,5317,4137,5551,0.600000,7304.13
19516,37399,5317,4137,5551,0.640000,12276.48
19516,37399,5317,4137,5551,0.680000,21882.48
19516,37399,5317,4137,5551,0.720000,7353.12
19516,37399,5317,4137,5551,0.760000,8630.40
19516,37399,5317,4137,5551,0.800000,19968.36
19516,37399,5317,4137,5551,0.840000,9623.28
19516,37399,5317,4137,5551,0.880000,12276.48
19516,37399,5317,4137,5551,0.920000,2322.07
19516,37399,5317,4137,5551,0.960000,5146.53
19516,37399,5317,4137,5551,1.000000,25074.00
48372,18418,12417,1343,381,0.000000,34466.04
48372,18418,12417,1343,381,0.040000,12563.46
48372,18418,12417,1343,381,0.080000,34838.64
48372,18418,12417,1343,381,0.120000,32976.00
48372,18418,12417,1343,381,0.160000,2427.93
48372,18418,12417,1343,381,0.200000,11137.59
48372,18418,12417,1343,381,0.240000,34511.76
48372,18418,12417,1343,381,0.280000,5356.68
48372,18418,12417,1343,381,0.320000,10195.20
48372,18418,12417,1343,381,0.360000,32976.00
48372,18418,12417,1343,381,0.400000,6967.73
48372,18418,12417,1343,381,0.440000,17052.12
48372,18418,12417,1343,381,0.480000,4804.14
48372,18418,12417,1343,381,0.520000,5702.76
48372,18418,12417,1343,381,0.560000,9711.72
48372,18418,12417,1343,381,0.600000,7784.61
48372,18418,12417,1343,381,0.640000,17052.12
48372,18418,12417,1343,381,0.680000,38981.88
48372,18418,12417,1343,381,0.720000,10134.39
48372,18418,12417,1343,381,0.760000,9711.72
48372,18418,12417,1343,381,0.800000,34511.76
48372,18418,12417,1343,381,0.840000,10034.04
48372,18418,12417,1343,381,0.880000,17052.12
48372,18418,12417,1343,381,0.920000,3401.28
48372,18418,12417,1343,381,0.960000,5356.68
48372,18418,12417,1343,381,1.000000,23636.88
5658,31236,2754,6672,5863,0.000000,10011.84
5658,31236,2754,6672,5863,0.040000,9423.42
5658,31236,2754,6672,5863,0.080000,25108.80
5658,31236,2754,6672,5863,0.120000,9681.36
5658,31236,2754,6672,5863,0.160000,1565.49
5658,31236,2754,6672,5863,0.200000,7842.69
5658,31236,2754,6672,5863,0.240000,10715.40
5658,31236,2754,6672,5863,0.280000,3692.01
5658,31236,2754,6672,5863,0.320000,8663.88
5658,31236,2754,6672,5863,0.360000,9681.36
5658,31236,2754,6672,5863,0.400000,5021.76
5658,31236,2754,6672,5863,0.440000,7974.96
5658,31236,2754,6672,5863,0.480000,2754.93
5658,31236,2754,6672,5863,0.520000,1987.59
5658,31236,2754,6672,5863,0.560000,6261.96
5658,31236,2754,6672,5863,0.600000,5257.50
5658,31236,2754,6672,5863,0.640000,7974.96
5658,31236,2754,6672,5863,0.680000,11706.84
5658,31236,2754,6672,5863,0.720000,4659.90
5658,31236,2754,6672,5863,0.760000,6261.96
5658,31236,2754,6672,5863,0.800000,10715.40
5658,31236,2754,6672,5863,0.840000,7863.24
5658,31236,2754,6672,5863,0.880000,7974.96
5658,31236,2754,6672,5863,0.920000,1454.28
5658,31236,2754,6672,5863,0.960000,3692.01
5658,31236,2754,6672,5863,1.000000,18516.36
39313,44062,5834,775,1432,0.000000,30712.08
39313,44062,5834,775,1432,0.040000,16474.98
39313,44062,5834,775,1432,0.080000,43919.88
39313,44062,5834,775,1432,0.120000,30012.00
39313,44062,5834,775,1432,0.160000,2742.48
39313,44062,5834,775,1432,0.200000,13722.45
39313,44062,5834,775,1432,0.240000,30883.92
39313,44062,5834,775,1432,0.280000,6740.61
39313,44062,5834,775,1432,0.320000,11248.92
39313,44062,5834,775,1432,0.360000,30012.00
39313,44062,5834,775,1432,0.400000,8783.98
39313,44062,5834,775,1432,0.440000,16559.40
39313,44062,5834,775,1432,0.480000,5418.75
39313,44062,5834,775,1432,0.520000,5276.28
39313,44062,5834,775,1432,0.560000,10969.92
39313,44062,5834,775,1432,0.600000,9483.09
39313,44062,5834,775,1432,0.640000,16559.40
39313,44062,5834,775,1432,0.680000,32984.16
39313,44062,5834,775,1432,0.720000,10520.01
39313,44062,5834,775,1432,0.760000,10969.92
39313,44062,5834,775,1432,0.800000,30883.92
39313,44062,5834,775,1432,0.840000,11155.92
39313,44062,5834,775,1432,0.880000,16559.40
39313,44062,5834,775,1432,0.920000,3277.51
39313,44062,5834,775,1432,0.960000,6740.61
39313,44062,5834,775,1432,1.000000,32249.88
13228,41137,16950,3025,4203,0.000000,18312.96
13228,41137,16950,3025,4203,0.040000,14944.92
13228,41137,16950,3025,4203,0.080000,39315.00
13228,41137,16950,3025,4203,0.120000,16278.96
13228,41137,16950,3025,4203,0.160000,2356.29
13228,41137,16950,3025,4203,0.200000,12185.04
13228,41137,16950,3025,4203,0.240000,18817.32
13228,41137,16950,3025,4203,0.280000,5729.85
13228,41137,16950,3025,4203,0.320000,10514.16
13228,41137,16950,3025,4203,0.360000,16278.96
13228,41137,16950,3025,4203,0.400000,7863.00
13228,41137,16950,3025,4203,0.440000,13550.88
13228,41137,16950,3025,4203,0.480000,4495.74
13228,41137,16950,3025,4203,0.520000,3658.47
13228,41137,16950,3025,4203,0.560000,9425.16
13228,41137,16950,3025,4203,0.600000,8086.14
13228,41137,16950,3025,4203,0.640000,13550.88
13228,41137,16950,3025,4203,0.680000,24919.32
13228,41137,16950,3025,4203,0.720000,7645.71
13228,41137,16950,3025,4203,0.760000,9425.16
13228,41137,16950,3025,4203,0.800000,18817.32
13228,41137,16950,3025,4203,0.840000,10151.16
13228,41137,16950,3025,4203,0.880000,13550.88
13228,41137,16950,3025,4203,0.920000,2609.30
13228,41137,16950,3025,4203,0.960000,5729.85
13228,41137,16950,3025,4203,1.000000,27855.84
36579,7576,4420,9713,6522,0.000000,26648.16
36579,7576,4420,9713,6522,0.040000,7977.42
36579,7576,4420,9713,6522,0.080000,23732.04
36579,7576,4420,9713,6522,0.120000,26117.76
36579,7576,4420,9713,6522,0.160000,1944.30
36579,7576,4420,9713,6522,0.200000,7877.31
36579,7576,4420,9713,6522,0.240000,27430.80
36579,7576,4420,9713,6522,0.280000,3628.83
36579,7576,4420,9713,6522,0.320000,11273.88
36579,7576,4420,9713,6522,0.360000,26117.76
36579,7576,4420,9713,6522,0.400000,4746.41
36579,7576,4420,9713,6522,0.440000,13479.72
36579,7576,4420,9713,6522,0.480000,3401.55
36579,7576,4420,9713,6522,0.520000,4271.64
36579,7576,4420,9713,6522,0.560000,7777.20
36579,7576,4420,9713,6522,0.600000,5573.13
36579,7576,4420,9713,6522,0.640000,13479.72
36579,7576,4420,9713,6522,0.680000,29022.00
36579,7576,4420,9713,6522,0.720000,7540.59
36579,7576,4420,9713,6522,0.760000,7777.20
36579,7576,4420,9713,6522,0.800000,27430.80
36579,7576,4420,9713,6522,0.840000,10108.32
36579,7576,4420,9713,6522,0.880000,13479.72
36579,7576,4420,9713,6522,0.920000,2539.42
36579,7576,4420,9713,6522,0.960000,3628.83
36579,7576,4420,9713,6522,1.000000,15424.44
26519,18466,7238,6302,74,0.000000,20638.44
26519,18466,7238,6302,74,0.040000,9299.52
26519,18466,7238,6302,74,0.080000,25630.92
26519,18466,7238,6302,74,0.120000,19769.88
26519,18466,7238,6302,74,0.160000,1757.97
26519,18466,7238,6302,74,0.200000,8165.70
26519,18466,7238,6302,74,0.240000,20647.32
26519,18466,7238,6302,74,0.280000,3878.64
26519,18466,7238,6302,74,0.320000,9300.60
26519,18466,7238,6302,74,0.360000,19769.88
26519,18466,7238,6302,74,0.400000,5126.18
26519,18466,7238,6302,74,0.440000,11091.60
26519,18466,7238,6302,74,0.480000,3324.66
26519,18466,7238,6302,74,0.520000,3566.25
26519,18466,7238,6302,74,0.560000,7031.88
26519,18466,7238,6302,74,0.600000,5636.61
26519,18466,7238,6302,74,0.640000,11091.60
26519,18466,7238,6302,74,0.680000,23253.00
26519,18466,7238,6302,74,0.720000,6673.77
26519,18466,7238,6302,74,0.760000,7031.88
26519,18466,7238,6302,74,0.800000,20647.32
26519,18466,7238,6302,74,0.840000,8544.36
26519,18466,7238,6302,74,0.880000,11091.60
26519,18466,7238,6302,74,0.920000,2216.54
26519,18466,7238,6302,74,0.960000,3878.64
26519,18466,7238,6302,74,1.000000,17730.48
20479,4993,12971,2764,2849,0.000000,17015.04
20479,4993,12971,2764,2849,0.040000,6327.36
20479,4993,12971,2764,2849,0.080000,17941.44
20479,4993,12971,2764,2849,0.120000,15458.52
20479,4993,12971,2764,2849,0.160000,1321.68
20479,4993,12971,2764,2849,0.200000,5807.04
20479,4993,12971,2764,2849,0.240000,17356.92
20479,4993,12971,2764,2849,0.280000,2624.76
20479,4993,12971,2764,2849,0.320000,6281.76
20479,4993,12971,2764,2849,0.360000,15458.52
20479,4993,12971,2764,2849,0.400000,3588.29
20479,4993,12971,2764,2849,0.440000,9642.60
20479,4993,12971,2764,2849,0.480000,2474.97
20479,4993,12971,2764,2849,0.520000,2939.55
20479,4993,12971,2764,2849,0.560000,5286.72
20479,4993,12971,2764,2849,0.600000,3946.44
20479,4993,12971,2764,2849,0.640000,9642.60
20479,4993,12971,2764,2849,0.680000,22026.48
20479,4993,12971,2764,2849,0.720000,5025.39
20479,4993,12971,2764,2849,0.760000,5286.72
20479,4993,12971,2764,2849,0.800000,17356.92
20479,4993,12971,2764,2849,0.840000,5950.08
20479,4993,12971,2764,2849,0.880000,9642.60
20479,4993,12971,2764,2849,0.920000,1860.14
20479,4993,12971,2764,2849,0.960000,2624.76
20479,4993,12971,2764,2849,1.000000,11098.20
7333,43912,10561,7853,8611,0.000000,15212.88
7333,43912,10561,7853,8611,0.040000,14307.66
7333,43912,10561,7853,8611,0.080000,38007.72
7333,43912,10561,7853,8611,0.120000,13945.56
7333,43912,10561,7853,8611,0.160000,2348.10
7333,43912,10561,7853,8611,0.200000,11850.03
7333,43912,10561,7853,8611,0.240000,16246.20
7333,43912,10561,7853,8611,0.280000,5519.64
7333,43912,10561,7853,8611,0.320000,12219.48
7333,43912,10561,7853,8611,0.360000,13945.56
7333,43912,10561,7853,8611,0.400000,7601.54
7333,43912,10561,7853,8611,0.440000,12573.00
7333,43912,10561,7853,8611,0.480000,4202.28
7333,43912,10561,7853,8611,0.520000,3104.91
7333,43912,10561,7853,8611,0.560000,9392.40
7333,43912,10561,7853,8611,0.600000,7867.74
7333,43912,10561,7853,8611,0.640000,12573.00
7333,43912,10561,7853,8611,0.680000,20048.16
7333,43912,10561,7853,8611,0.720000,6990.36
7333,43912,10561,7853,8611,0.760000,9392.40
7333,43912,10561,7853,8611,0.800000,16246.20
7333,43912,10561,7853,8611,0.840000,11277.12
7333,43912,10561,7853,8611,0.880000,12573.00
7333,43912,10561,7853,8611,0.920000,2307.94
7333,43912,10561,7853,8611,0.960000,5519.64
7333,43912,10561,7853,8611,1.000000,27348.00
25670,27657,8481,2543,9052,0.000000,23233.92
25670,27657,8481,2543,9052,0.040000,11940.36
25670,27657,8481,2543,9052,0.080000,32689.08
25670,27657,8481,2543,9052,0.120000,22216.20
25670,27657,8481,2543,9052,0.160000,2202.09
25670,27657,8481,2543,9052,0.200000,10374.36
25670,27657,8481,2543,9052,0.240000,24320.16
25670,27657,8481,2543,9052,0.280000,4886.04
25670,27657,8481,2543,9052,0.320000,9723.84
25670,27657,8481,2543,9052,0.360000,22216.20
25670,27657,8481,2543,9052,0.400000,6537.82
25670,27657,8481,2543,9052,0.440000,13992.72
25670,27657,8481,2543,9052,0.480000,4056.33
25670,27657,8481,2543,9052,0.520000,3996.72
25670,27657,8481,2543,9052,0.560000,8808.36
25670,27657,8481,2543,9052,0.600000,7088.13
25670,27657,8481,2543,9052,0.640000,13992.72
25670,27657,8481,2543,9052,0.680000,27373.32
25670,27657,8481,2543,9052,0.720000,7798.62
25670,27657,8481,2543,9052,0.760000,8808.36
25670,27657,8481,2543,9052,0.800000,24320.16
25670,27657,8481,2543,9052,0.840000,9418.68
25670,27657,8481,2543,9052,0.880000,13992.72
25670,27657,8481,2543,9052,0.920000,2581.30
25670,27657,8481,2543,9052,0.960000,4886.04
25670,27657,8481,2543,9052,1.000000,22863.00
1541,18456,2640,3651,2720,0.000000,4863.84
1541,18456,2640,3651,2720,0.040000,5471.82
1541,18456,2640,3651,2720,0.080000,14424.60
1541,18456,2640,3651,2720,0.120000,4547.04
1541,18456,2640,3651,2720,0.160000,870.24
1541,18456,2640,3651,2720,0.200000,4476.39
1541,18456,2640,3651,2720,0.240000,5190.24
1541,18456,2640,3651,2720,0.280000,2103.03
1541,18456,2640,3651,2720,0.320000,4795.32
1541,18456,2640,3651,2720,0.360000,4547.04
1541,18456,2640,3651,2720,0.400000,2884.92
1541,18456,2640,3651,2720,0.440000,4309.08
1541,18456,2640,3651,2720,0.480000,1549.35
1541,18456,2640,3651,2720,0.520000,1041.90
1541,18456,2640,3651,2720,0.560000,3480.96
1541,18456,2640,3651,2720,0.600000,2973.27
1541,18456,2640,3651,2720,0.640000,4309.08
1541,18456,2640,3651,2720,0.680000,6140.64
1541,18456,2640,3651,2720,0.720000,2512.05
1541,18456,2640,3651,2720,0.760000,3480.96
1541,18456,2640,3651,2720,0.800000,5190.24
1541,18456,2640,3651,2720,0.840000,4357.20
1541,18456,2640,3651,2720,0.880000,4309.08
1541,18456,2640,3651,2720,0.920000,796.54
1541,18456,2640,3651,2720,0.960000,2103.03
1541,18456,2640,3651,2720,1.000000,10626.84
4610,7461,7342,6909,8201,0.000000,8220.72
4610,7461,7342,6909,8201,0.040000,4572.00
4610,7461,7342,6909,8201,0.080000,13286.76
4610,7461,7342,6909,8201,0.120000,7339.68
4610,7461,7342,6909,8201,0.160000,1035.69
4610,7461,7342,6909,8201,0.200000,4357.38
4610,7461,7342,6909,8201,0.240000,9204.84
4610,7461,7342,6909,8201,0.280000,1841.91
4610,7461,7342,6909,8201,0.320000,6630.00
4610,7461,7342,6909,8201,0.360000,7339.68
4610,7461,7342,6909,8201,0.400000,2657.35
4610,7461,7342,6909,8201,0.440000,6561.12
4610,7461,7342,6909,8201,0.480000,1618.08
4610,7461,7342,6909,8201,0.520000,1532.55
4610,7461,7342,6909,8201,0.560000,4142.76
4610,7461,7342,6909,8201,0.600000,2877.60
4610,7461,7342,6909,8201,0.640000,6561.12
4610,7461,7342,6909,8201,0.680000,11847.96
4610,7461,7342,6909,8201,0.720000,2930.37
4610,7461,7342,6909,8201,0.760000,4142.76
4610,7461,7342,6909,8201,0.800000,9204.84
4610,7461,7342,6909,8201,0.840000,5800.92
4610,7461,7342,6909,8201,0.880000,6561.12
4610,7461,7342,6909,8201,0.920000,1115.40
4610,7461,7342,6909,8201,0.960000,1841.91
4610,7461,7342,6909,8201,1.000000,8262.96
37748,42776,18209,6338,4000,0.000000,33872.64
37748,42776,18209,6338,4000,0.040000,18693.90
37748,42776,18209,6338,4000,0.080000,50476.32
37748,42776,18209,6338,4000,0.120000,31687.56
37748,42776,18209,6338,4000,0.160000,3272.13
37748,42776,18209,6338,4000,0.200000,15891.21
37748,42776,18209,6338,4000,0.240000,34352.64
37748,42776,18209,6338,4000,0.280000,7517.40
37748,42776,18209,6338,4000,0.320000,15370.20
37748,42776,18209,6338,4000,0.360000,31687.56
37748,42776,18209,6338,4000,0.400000,10095.26
37748,42776,18209,6338,4000,0.440000,20283.36
37748,42776,18209,6338,4000,0.480000,6234.12
37748,42776,18209,6338,4000,0.520000,6083.28
37748,42776,18209,6338,4000,0.560000,13088.52
37748,42776,18209,6338,4000,0.600000,10789.53
37748,42776,18209,6338,4000,0.640000,20283.36
37748,42776,18209,6338,4000,0.680000,40907.88
37748,42776,18209,6338,4000,0.720000,11771.13
37748,42776,18209,6338,4000,0.760000,13088.52
37748,42776,18209,6338,4000,0.800000,34352.64
37748,42776,18209,6338,4000,0.840000,14609.64
37748,42776,18209,6338,4000,0.880000,20283.36
37748,42776,18209,6338,4000,0.920000,3960.67
37748,42776,18209,6338,4000,0.960000,7517.40
37748,42776,18209,6338,4000,1.000000,35202.72
8284,14021,9731,4517,3402,0.000000,10346.88
8284,14021,9731,4517,3402,0.040000,6585.84
8284,14021,9731,4517,3402,0.080000,17966.28
8284,14021,9731,4517,3402,0.120000,9179.16
8284,14021,9731,4517,3402,0.160000,1198.65
8284,14021,9731,4517,3402,0.200000,5690.22
8284,14021,9731,4517,3402,0.240000,10755.12
8284,14021,9731,4517,3402,0.280000,2580.36
8284,14021,9731,4517,3402,0.320000,6420.72
8284,14021,9731,4517,3402,0.360000,9179.16
8284,14021,9731,4517,3402,0.400000,3593.26
8284,14021,9731,4517,3402,0.440000,7364.64
8284,14021,9731,4517,3402,0.480000,2159.73
8284,14021,9731,4517,3402,0.520000,1987.62
8284,14021,9731,4517,3402,0.560000,4794.60
8284,14021,9731,4517,3402,0.600000,3779.01
8284,14021,9731,4517,3402,0.640000,7364.64
8284,14021,9731,4517,3402,0.680000,14258.28
8284,14021,9731,4517,3402,0.720000,3855.42
8284,14021,9731,4517,3402,0.760000,4794.60
8284,14021,9731,4517,3402,0.800000,10755.12
8284,14021,9731,4517,3402,0.840000,5878.68
8284,14021,9731,4517,3402,0.880000,7364.64
8284,14021,9731,4517,3402,0.920000,1391.28
8284,14021,9731,4517,3402,0.960000,2580.36
8284,14021,9731,4517,3402,1.000000,12003.96
10699,43679,7834,4609,4566,0.000000,15189.96
10699,43679,7834,4609,4566,0.040000,13727.46
10699,43679,7834,4609,4566,0.080000,36021.36
10699,43679,7834,4609,4566,0.120000,14249.88
10699,43679,7834,4609,4566,0.160000,2141.61
10699,43679,7834,4609,4566,0.200000,11146.95
10699,43679,7834,4609,4566,0.240000,15737.88
10699,43679,7834,4609,4566,0.280000,5318.34
10699,43679,7834,4609,4566,0.320000,10225.68
10699,43679,7834,4609,4566,0.360000,14249.88
10699,43679,7834,4609,4566,0.400000,7204.27
10699,43679,7834,4609,4566,0.440000,11338.32
10699,43679,7834,4609,4566,0.480000,4007.97
10699,43679,7834,4609,4566,0.520000,3018.57
10699,43679,7834,4609,4566,0.560000,8566.44
10699,43679,7834,4609,4566,0.600000,7459.95
10699,43679,7834,4609,4566,0.640000,11338.32
10699,43679,7834,4609,4566,0.680000,18558.12
10699,43679,7834,4609,4566,0.720000,6791.52
10699,43679,7834,4609,4566,0.760000,8566.44
10699,43679,7834,4609,4566,0.800000,15737.88
10699,43679,7834,4609,4566,0.840000,9672.60
10699,43679,7834,4609,4566,0.880000,11338.32
10699,43679,7834,4609,4566,0.920000,2158.08
10699,43679,7834,4609,4566,0.960000,5318.34
10699,43679,7834,4609,4566,1.000000,26514.84
1982,12071,8612,9454,6097,0.000000,7302.36
1982,12071,8612,9454,6097,0.040000,5618.10
1982,12071,8612,9454,6097,0.080000,15822.12
1982,12071,8612,9454,6097,0.120000,6268.92
1982,12071,8612,9454,6097,0.160000,1146.48
1982,12071,8612,9454,6097,0.200000,5102.01
1982,12071,8612,9454,6097,0.240000,8034.00
1982,12071,8612,9454,6097,0.280000,2188.56
1982,12071,8612,9454,6097,0.320000,7989.36
1982,12071,8612,9454,6097,0.360000,6268.92
1982,12071,8612,9454,6097,0.400000,3164.42
1982,12071,8612,9454,6097,0.440000,6588.84
1982,12071,8612,9454,6097,0.480000,1826.43
1982,12071,8612,9454,6097,0.520000,1523.76
1982,12071,8612,9454,6097,0.560000,4585.92
1982,12071,8612,9454,6097,0.600000,3335.04
1982,12071,8612,9454,6097,0.640000,6588.84
1982,12071,8612,9454,6097,0.680000,11134.32
1982,12071,8612,9454,6097,0.720000,3091.83
1982,12071,8612,9454,6097,0.760000,4585.92
1982,12071,8612,9454,6097,0.800000,8034.00
1982,12071,8612,9454,6097,0.840000,6854.88
1982,12071,8612,9454,6097,0.880000,6588.84
1982,12071,8612,9454,6097,0.920000,1171.44
1982,12071,8612,9454,6097,0.960000,2188.56
1982,12071,8612,9454,6097,1.000000,10202.76
30830,24690,6760,7552,3917,0.000000,24929.52
30830,24690,6760,7552,3917,0.040000,11530.14
30830,24690,6760,7552,3917,0.080000,31910.16
30830,24690,6760,7552,3917,0.120000,24118.32
30830,24690,6760,7552,3917,0.160000,2212.47
30830,24690,6760,7552,3917,0.200000,10190.01
30830,24690,6760,7552,3917,0.240000,25399.56
30830,24690,6760,7552,3917,0.280000,4821.57
30830,24690,6760,7552,3917,0.320000,11568.60
30830,24690,6760,7552,3917,0.360000,24118.32
30830,24690,6760,7552,3917,0.400000,6382.03
30830,24690,6760,7552,3917,0.440000,13830.72
30830,24690,6760,7552,3917,0.480000,4080.87
30830,24690,6760,7552,3917,0.520000,4265.07
30830,24690,6760,7552,3917,0.560000,8849.88
30830,24690,6760,7552,3917,0.600000,7034.04
30830,24690,6760,7552,3917,0.640000,13830.72
