shopping,travel,dining,fuel,groceries,cardNorm,target_monthly
2234.005506084859,2530.009031826495,1168.6342336360208,2615.9829683510566,1451.368260101567,0.051282,24.04
3132.9423466926255,878.8508810786312,1798.1210038976299,2077.18841281602,2112.897355515095,0.076923,0.00
2775.254698943414,2271.532567432496,468.8975141535725,1956.4879622900755,2527.827257180442,0.102564,0.00
2456.4133776971844,3039.862153352832,1610.1242265358358,1336.9755087911747,1556.6247336229735,0.128205,0.00
2106.7620095596376,1579.1520646429651,2151.17727685297,2223.5175738751655,1939.3910750692633,0.153846,36.12
2849.537628439526,1130.7893111469239,1088.520992207534,3638.7351289270678,1292.416939278946,0.179487,16.54
715.0776690660543,2066.864745814422,4574.0177649506,1817.2843744939858,826.7554456749392,0.205128,33.13
660.3908902330311,1026.2044611725573,2574.0525214215972,2767.8547613339033,2971.49736583891,0.230769,19.18
1735.364226972783,2337.8036346225886,2318.300683117292,2426.786859951628,1181.7445953357087,0.256410,62.52
1794.4019659740488,1542.4103643284675,1538.758409978483,2574.890897831485,2549.538361887516,0.282051,28.13
3216.0617495060305,1474.849865294494,893.8973804920828,950.447969004377,3464.7430357030153,0.307692,68.51
2759.0162351362505,723.5580399942422,3093.917624664846,2507.924952445847,915.5831477588132,0.333333,72.98
2888.0045189769608,1762.2421745947486,1138.983748258624,2183.553326614123,2027.2162315555452,0.358974,66.49
3149.1307206656543,1270.7386386187559,3250.809169763437,1399.7701907193382,929.5512802328147,0.384615,46.93
985.060533758709,3154.364910061113,3202.43830156498,1576.7960876708373,1081.3401669443604,0.410256,41.36
2484.854556206736,3493.953777386993,679.7289340990841,590.059252337625,2751.403479969563,0.435897,33.41
2391.85063054962,458.60571423324495,2795.899285306507,3824.5055707799506,529.1387991306767,0.461538,62.31
2086.826564238716,2066.0815451604167,1405.1825869653333,1528.3677651987857,2913.5415384367493,0.487179,67.96
1688.5355017533068,1286.9200542597541,794.9185942236933,2919.908178301746,3309.7176714615,0.512821,72.99
2324.3475030736654,1007.1106416422585,1831.4461840228316,2644.788083159902,2192.307588101342,0.538462,44.95
1617.6748929298678,2060.5223320770083,2719.831065030171,1139.5040717670522,2462.4676381958993,0.564103,58.74
2753.9560744479404,1916.0854616524412,2427.7605088700157,902.3197644068681,1999.8781906227332,0.589744,86.33
2279.2320682621444,3568.8613654364976,1274.1737717550045,2126.4002648563064,751.3325296900464,0.615385,95.68
2744.6638638384607,2971.7629569137343,504.2445771735552,1435.3974193773006,2343.9311826969483,0.641026,91.97
3154.309667179812,906.2778017980123,3658.728517986907,645.4801772288293,1635.2038358064385,0.666667,48.93
2458.3161338248606,1490.5664848372833,3167.968841062534,1051.060962058121,1832.0875782172004,0.692308,65.78
2585.7938513321624,2066.0575159893133,1192.0154257531667,2290.4386482059876,1865.69455871937,0.717949,69.49
1842.3747603984555,1320.8763447833712,3644.986987012958,2129.5156051200674,1062.2463026851485,0.743590,108.04
2719.5074507157606,826.9334079622656,2883.3521230836213,2031.938865206508,1538.2681530318437,0.769231,109.82
3067.539388525592,621.929625387409,1693.1753498352414,3120.3359536638545,1497.0196825879034,0.794872,101.89
1153.3926464986407,1908.705711145497,2838.893771282458,2856.9509004906477,1242.0569705827556,0.820513,109.84
490.2152547135938,957.3782928084287,4027.1352743262896,1681.423591097001,2843.8475870546863,0.846154,78.59
647.9624909627163,2726.373153992504,1215.2911585562638,1400.9060671137395,4009.467129374777,0.871795,114.13
2178.1917714358237,1644.3115804624465,3288.419306745293,1361.7924686021074,1527.284872754328,0.897436,82.02
1674.7487685731212,2780.473524050213,1953.476432957531,1617.5909541752587,1973.7103202438752,0.923077,117.30
2473.868429885939,2359.177778384903,1539.5403958880586,1364.5551531441631,2262.858242696937,0.948718,86.01
3530.099107892458,1884.0231164562692,3053.69400877836,653.360285527023,878.8234813458909,0.974359,162.56
2537.196683461365,2977.1303161105507,696.4993280450424,2192.765364962514,1596.4083074205287,1.000000,146.66
1834.1878708490804,3102.61671025224,1196.3258039522134,2085.4725332493626,1781.3970816971032,0.000000,7.93
705.9271336861148,2154.9880330380515,2770.9432203283127,1528.4110977816586,2839.730515165863,0.025641,0.00
683.2027188228642,1435.2449626899981,1019.8817267386206,3710.3968212237755,3151.2737705247414,0.051282,1.10
1700.922330875374,1609.845662537508,2736.500139862535,2424.2310338983334,1528.50083282625,0.076923,38.75
2463.804979710787,1079.272590253512,2400.6111537743786,2366.0921518022324,1690.2191244590904,0.102564,0.00
3287.242657000246,819.7879625070802,1661.4020609235106,2988.2061295267004,1243.3611900424626,0.128205,0.00
2141.1609593188373,862.7166769502288,2439.5029098968807,2688.9338290482774,1867.6856247857756,0.153846,24.29
2909.432385610015,695.6838978346109,4290.08865925421,990.5047146723798,1114.2903426287849,0.179487,48.36
2531.7809358587524,3139.7247125350036,2572.628510874701,1180.085654003978,575.7801867275658,0.205128,19.08
2526.5702064030374,1790.326352713785,585.3188075164379,2056.249334642727,3041.5352987240126,0.230769,39.63
869.7363496913181,2274.1133325280716,2681.889087678211,1667.2890811141074,2506.9721489882927,0.256410,47.05
986.1730444459848,2914.0942850887877,1595.1011042240048,2828.12085889561,1676.5107073456127,0.282051,20.31
2488.9436012030797,493.9741480703475,1696.1242156628407,2648.7565014536576,2672.201533610075,0.307692,74.12
2633.9515006538836,1709.780170687536,1299.8039723948098,2076.406978038976,2280.057378224795,0.333333,57.95
1731.6242372974416,2713.43419029546,1850.5031660898999,2184.8856215661463,1519.5527847510532,0.358974,35.83
2952.723217493856,1782.6374184431725,2767.1700769852446,665.9062430274387,1831.5630440502896,0.384615,54.83
2098.567400581684,2392.3226969486946,1320.7873938207156,2841.930662679709,1346.3918459691972,0.410256,65.46
2558.0566205060572,2835.6362260081223,2346.1294175310986,473.20533235296426,1786.972403601758,0.435897,80.91
995.4320625857948,3869.6004054409836,3296.298255146914,565.7217244306948,1272.947552395613,0.461538,57.04
2416.313933485814,1715.8462184639027,1657.4287745705096,1422.020881046066,2788.3901924337088,0.487179,62.34
914.4952303629962,2617.6931411231208,1517.4426009764607,1660.5327825605955,3289.8362449768274,0.512821,72.83
1698.5956064576314,2186.949235165771,2862.1028302602585,1515.1112759957632,1737.241052120576,0.538462,71.44
2496.9399770443865,608.9422095157606,2349.5231117591434,1868.4077961938688,2676.1869054868403,0.564103,33.61
2308.009014376528,578.0130778832264,2659.7909278846296,1695.6089775181795,2758.5780023374364,0.589744,45.87
1210.30865085188,922.2058999075743,3074.305843785537,2069.762088771313,2723.4175166836953,0.615385,94.58
2752.342642620899,2527.0301113910723,1593.5246028726285,1924.7721709966966,1202.3304721187023,0.641026,67.89
1080.0032686191103,3807.9353395938383,477.71049831178794,1288.037312509403,3346.3135809658606,0.666667,61.90
1338.1566257097045,2926.4498604558635,466.2553124083405,2225.0351825692287,3044.1030188568634,0.692308,81.38
2066.8911559311273,3264.4339977879135,739.402604176275,1850.3857070254367,2078.8865350792485,0.717949,115.50
2860.1050948781476,1628.7267345977114,1054.5716231435897,1859.5245690528382,2597.071978327713,0.743590,84.66
2139.5620984509046,2046.070377632937,1445.417121384265,2119.5454217481724,2249.4049807837214,0.769231,70.33
2891.3515292912184,2736.7741937424125,1753.293329803554,380.3466445352796,2238.234302627536,0.794872,64.95
1701.0200938344383,3319.0573442212108,2868.4929532680144,567.41284169764,1544.0167669786972,0.820513,115.37
607.4349744708313,3114.8897711142445,3990.5901860871713,1335.4658967489413,951.6191715788132,0.846154,129.54
1286.7157433708528,1172.3120746284856,2827.9237367145843,2686.822862560571,2026.225582725506,0.871795,86.57
1482.8352394400004,1532.0710460746632,1163.036929466455,3600.5379107287245,2221.518874290159,0.897436,89.59
2273.9943095773174,2387.040502543277,2988.2022766285545,1342.533883913891,1008.2290273369612,0.923077,121.45
2407.4333702956537,1037.5203350070637,1911.6808158869244,3803.524559802001,839.840919008357,0.948718,81.87
1004.7807326617644,1467.8691913846271,1900.7624625803276,2534.61989968307,3091.9677136902105,0.974359,104.86
2219.5558252016813,2603.3193326172195,1939.021958679783,1443.5061925759665,1794.5966909253484,1.000000,149.01
521.4285466182946,3027.70195231938,3139.887654994733,2236.409522334185,1074.5723237334075,0.000000,29.10
2982.3880334165356,710.8484995816871,1043.9612491831303,2975.6169808671975,2287.18523695145,0.025641,0.00
1213.381722882614,2904.635561149796,1820.791208646919,1289.7222980664155,2771.469209254254,0.051282,0.00
1660.6208967737005,834.8026086675416,2209.577971997408,2974.356276281044,2320.6422462803066,0.076923,3.33
852.9947684244743,2297.386762353347,1913.2519473015846,2955.1675987003023,1981.1989232202911,0.102564,0.00
1922.6333296558414,2521.103315624153,1151.6725022238625,2451.1196468547328,1953.471205641411,0.128205,42.98
2664.567453214661,2086.816814803424,3136.3276841964034,1292.4800771093696,819.8079706761432,0.153846,4.05
2299.635101747257,2696.8657120504813,1069.9515058080567,1521.9556972702983,2411.591983123906,0.179487,19.19
780.7296579876307,1352.9070758795426,1243.57378033827,3728.3947081473943,2894.3947776471637,0.205128,0.00
1792.6062416326631,2258.105627394892,2724.4152680911106,2798.0156528943608,426.8572099869744,0.230769,64.36
788.0003515356037,3745.5002932938432,1973.7325745030719,2115.7660731937326,1377.00070747375,0.256410,45.81
1986.0251761839695,482.0653149383929,2858.8096427007727,2662.54920908294,2010.5506570939253,0.282051,69.62
2568.1797328266075,1653.4787268168322,2876.474964453819,1895.3231533168632,1006.5434225858764,0.307692,6.83
1632.767538078067,1119.2061188097014,1764.7860228065747,2646.0084972453255,2837.2318230603323,0.333333,53.66
1969.7438617569492,683.8514498618043,2151.1281632086934,2932.2938666168416,2262.9826585557107,0.358974,41.20
1631.3579342072674,3322.9378620638795,1932.6967499080379,1209.1078554780308,1903.8995983427842,0.384615,43.76
2598.8796337956246,1714.5349545791676,2346.5884949325755,2392.2804681367024,947.71644855593,0.410256,57.29
3973.7459074836115,1185.425408448341,1319.0158325522823,556.5299950265846,2965.2828564891806,0.435897,80.23
1436.418530766376,2200.9715737757742,2699.5420688337676,1316.5052266949256,2346.5625999291574,0.461538,63.57
2548.932321839681,2331.509859848607,1330.2967181522367,1692.6025104350413,2096.658589724434,0.487179,55.38
695.5163863469205,885.0789481357992,3582.100387435952,3070.735413950436,1766.5688641308916,0.512821,30.72
1478.3975284977087,1072.154754917205,3615.801226017422,945.7874867987067,2887.8590037689587,0.538462,54.50
2637.8043596977072,1509.2572530726304,2696.885187605488,1551.0154232747234,1605.0377763494512,0.564103,46.03
1084.0849125701704,2146.0829560775846,2501.8652327623013,1683.637683772207,2584.3292148177356,0.589744,76.17
2736.119729765568,1781.3785378918844,1335.4402375921168,1930.3632117048521,2216.69828304558,0.615385,94.42
2802.294081967838,3133.5450679064784,2379.7652389897107,702.3508924050353,982.0447187309378,0.641026,60.87
1200.7619884075202,4089.1283250893703,2264.861731012261,791.1832109053668,1654.0647445854838,0.666667,106.39
1865.8290167434661,1899.8198740848213,2085.3091654557606,3324.8977678947185,824.1441758212337,0.692308,80.54
2191.3275537013683,959.7754011116624,2047.6182954156995,2199.133463710628,2602.1452860606414,0.717949,85.14
2189.2363357861636,2028.3156964285386,1110.629483288241,2472.6954418217606,2199.123042675297,0.743590,123.60
1735.7811487628944,2284.9329415739753,828.4042480143985,2298.25955900647,2852.6221026422622,0.769231,123.08
2924.553047415989,2674.562825920688,1965.089737136621,648.5553452398708,1787.2390442868311,0.794872,91.58
955.882583598438,1020.9519983748994,3858.3349653071928,1951.5780131680663,2213.252439551403,0.820513,72.86
2268.2110943752987,2211.7534496513326,2074.2124918951868,1932.7985760938814,1513.024387984301,0.846154,89.63
1214.2498688314165,2274.9692230730034,2346.7786711675803,1187.0954900838765,2976.9067468441226,0.871795,112.62
1363.143898774227,2739.809796105332,2476.5859621294003,1530.0888173581507,1890.3715256328896,0.897436,137.28
884.3828485662356,2007.6261594567852,2667.261951612688,3138.3402511912336,1302.3887891730574,0.923077,97.27
3620.4019788387004,2566.5010478880604,1891.8180935113207,726.164030156796,1195.1148496051223,0.948718,89.15
3608.6383549162147,2411.1522954230295,1153.504897074048,2296.5849024386152,530.1195501480926,0.974359,130.51
2223.321307433396,3732.8290600961436,848.0346399589566,675.8803734179186,2519.9346190935853,1.000000,155.47
840.4095140374569,841.2997344379073,1746.914739827894,3321.736227071057,3249.639784625685,0.000000,33.61
3097.7100224668507,837.6445639149016,2371.978377545017,1203.5620179319985,2489.1050181412343,0.025641,10.76
3637.255554656091,2630.6712654067796,1756.372341311316,1066.7211936854465,908.9796449403678,0.051282,26.54
2897.938328888914,731.561144369403,1770.0219838610024,3330.3970255248023,1270.081517355879,0.076923,27.11
3144.3373144978195,2600.746493698285,2796.9942702018807,808.1713939835255,649.7505276184902,0.102564,40.92
1356.315731667732,1972.6961707968717,2274.9898429340506,2353.779172650664,2042.2190819506798,0.128205,0.00
2223.720044941209,974.7428859886502,3213.9785063927657,2970.7076177560566,616.8509449213178,0.153846,57.67
2297.557791139812,1419.761855553519,1447.173064027587,2157.3270426241497,2678.1802466549316,0.179487,30.29
886.9771143260288,2846.287386958168,2682.079327564537,1282.137259663887,2302.51891148738,0.205128,13.53
2203.6042912113644,1371.3257303121159,965.6519777626511,2947.970340633577,2511.4476600802905,0.230769,53.18
1461.2173195998391,2279.097196905355,2251.816674432008,2198.218596166932,1809.6502128958678,0.256410,31.97
1010.2208137372958,1305.7201159652134,2352.0893468336462,2601.7936400801777,2730.1760833836674,0.282051,48.29
2806.697833459971,2986.587162246481,806.7577292784221,726.8875081820592,2673.0697668330668,0.307692,47.14
2379.8837816155137,1918.4285121823152,1641.4976137528568,684.0115956921147,3376.1784967572,0.333333,48.91
1022.6870934955223,1982.3517409071787,2509.526306395848,2766.5912770963128,1718.843582105139,0.358974,81.37
450.9428483393483,3028.782764507349,1314.5898517739874,2172.279264859629,3033.405270519687,0.384615,73.94
1575.947880447371,3238.478631049823,2523.90370995095,1073.06747105183,1588.6023075000257,0.410256,29.07
1130.0581398123252,3062.4070077529213,1267.333518543284,1744.5145771736989,2795.6867567177696,0.435897,84.22
2713.401644720023,2539.653902500481,2129.29936599176,826.3840252509677,1791.2610615367678,0.461538,76.89
1490.5048905465685,1035.3396016689348,3555.7077070102823,3168.5247799305876,749.9230208436256,0.487179,45.32
2687.1986169186484,1746.4823627614792,2172.3655111990333,1645.0462250973126,1748.9072840235258,0.512821,102.76
2330.734578353562,978.1805708569347,1241.705180797392,2455.9300271198804,2993.4496428722327,0.538462,32.86
1056.3937643452227,623.3339621971699,1788.3730561572006,3382.961523262811,3148.937694037594,0.564103,96.50
2609.1064807172643,3237.1987031261306,1484.4447350188755,1902.4715290983331,766.7785520393968,0.589744,102.48
4507.841179318877,1421.1748599345776,578.2972774057588,563.9844866890946,2928.702196651692,0.615385,69.18
1374.5026540950362,1786.4995046828985,2312.4143179913594,2470.949963742142,2055.6335594885627,0.641026,108.68
1736.703126302742,2759.7083399270778,1733.069118412235,1394.9584778960336,2375.5609374619116,0.666667,95.51
838.6319288029907,2558.5144446783715,2311.6534091895996,1798.8749312797333,2492.3252860493058,0.692308,106.92
2143.6557253106034,1909.828646352808,908.4047857138139,4326.174322260062,711.9365203627123,0.717949,114.44
2894.94838805347,2256.705734835782,1228.0122276513544,2064.276560171606,1556.0570892877886,0.743590,118.29
3053.2347852302323,934.9535985784121,2833.068181843682,953.2662586206187,2225.4771757270546,0.769231,63.36
1749.5121313675559,414.9003663665337,2598.6803239540723,2621.7293609177586,2615.1778173940793,0.794872,79.45
1723.493872765391,3146.934343657881,2148.942955710716,2137.8259161781993,842.8029116878109,0.820513,82.28
771.8023888742541,3232.775715206585,2219.768739521845,633.2866855519602,3142.3664708453575,0.846154,99.88
1523.3984428305246,2643.7614165873097,2309.490454350581,1122.470700772085,2400.8789854595016,0.871795,127.73
2425.2560567509636,2389.7897941654055,1361.9916109241594,2929.1241889008434,893.8383492586258,0.897436,96.65
3096.820302940516,424.2723182987357,885.6851771846488,3587.6785188014205,2005.5436827746796,0.923077,113.20
1404.9137988501282,2125.7291072885805,1943.5098257433212,1733.2401877867685,2792.607080331202,0.948718,84.07
862.1365630749978,3178.3083499227323,1563.1096195688858,1720.082034334261,2676.3634330991226,0.974359,144.92
537.2216531143084,624.7218070274439,3080.8452969355394,3005.7844986890896,2751.426744233618,1.000000,90.98
1053.1470277205808,951.4252034945431,4258.560418151188,2508.2245809596043,1228.6427696740845,0.000000,0.00
1940.2217487448938,1476.38569460465,1221.5731588357964,2945.020071564996,2416.799326249665,0.025641,9.17
3166.0545963354853,1271.4119680262802,1148.3247870655555,2528.8286519567555,1885.379996615924,0.051282,11.04
4912.6515814800305,1628.2300559212858,1174.6231658552192,1609.0581871376207,675.4370096058426,0.076923,0.00
2593.156924505873,418.0391048453544,1671.369867041933,2112.463075795374,3204.9710278114667,0.102564,49.80
2498.924806324578,2140.301432281101,665.3666193323587,1906.298650163664,2789.108491898297,0.128205,51.92
756.7262933609652,1355.118663048826,1338.0737460648054,3298.4298604060755,3251.6514371193293,0.153846,0.00
2001.5452558571615,1353.78291175022,1879.1570050958233,4165.8308660964985,599.6839612002952,0.179487,51.39
1423.4618024727695,3131.7392660569135,2198.979445653971,1216.0588803700414,2029.7606054463058,0.205128,36.92
2641.0247176345783,2481.252880196167,1348.2372397667957,2688.7077046563327,840.7774577461254,0.230769,60.55
1891.959482295998,1724.11433066798,1764.8140654956544,1176.1784363479458,3442.9336851924218,0.256410,39.16
2677.555328594763,2868.6023013018803,1984.4344775500235,2134.612849908083,334.79504264524996,0.282051,53.52
2085.902845758976,1614.6093878146796,1768.7074789052417,2417.6767833865665,2113.103504134537,0.307692,38.24
2073.5206507179014,3642.541630028971,2100.3628709311074,923.1172030666831,1260.4576452553365,0.333333,47.08
3811.2422581786777,898.40763723464,3058.390321592318,854.2466385522657,1377.7131444420972,0.358974,34.80
1967.1596737297857,1797.6703616281393,1082.1057639243563,2928.886291775882,2224.177908941838,0.384615,51.13
965.7455136680226,3209.367037289555,3297.9031669460187,749.1595287722356,1777.8247533241674,0.410256,77.02
2452.9923072524884,720.2624513752226,3157.8739224083197,3079.026785303688,589.8445336602804,0.435897,78.80
789.7325500193392,1528.1417190529426,1986.184930125341,3454.334805904322,2241.605994898056,0.461538,34.18
3409.1920990633403,3276.8616457599037,883.6084576462516,1928.9613984753194,501.3763990551868,0.487179,25.90
1546.6771637466184,2283.4419159844597,3496.2203310735886,1786.985487334928,886.675101860406,0.512821,92.16
757.5473029196505,2573.596342092129,1970.0140672580267,1741.4948804690598,2957.3474072611343,0.538462,31.43
3206.1728508839574,1861.1678846920445,991.8318204709739,892.894432220481,3047.9330117325426,0.564103,103.18
2797.3192084033835,4800.292519049569,674.7836831574962,811.6268076100038,915.9777817795485,0.589744,97.78
1468.2613341015342,670.3586996172143,2338.411201141474,2312.4770500433074,3210.49171509647,0.615385,55.57
913.390148636689,2654.233025159798,2597.243391921459,2357.610510331301,1477.5229239507523,0.641026,61.48
1336.2688232768642,3279.2493279020628,2142.0165625471996,1373.9036327801673,1868.5616534937067,0.666667,60.00
1073.7723638234145,2408.6367271532376,1979.4490001372217,2800.027579644031,1738.1143292420957,0.692308,49.95
677.0029450710083,2730.1967957269444,2382.331300250556,3525.194127383473,685.2748315680169,0.717949,81.16
1653.4531564875688,2665.0897887852407,1426.4871551804572,2560.795329229295,1694.1745703174386,0.743590,96.25
2479.8602892200083,604.4151462322643,2331.066180231247,2366.7518630451,2217.9065212713795,0.769231,134.03
2938.55348344141,1012.515977282456,3392.5511986819542,2056.5607797606062,599.8185608335745,0.794872,112.30
509.6970145768671,2716.1008548237332,1524.4853889805315,2287.971261594955,2961.7454800239116,0.820513,112.90
2293.596957990647,1110.671748304416,2666.305489390315,2294.4522278597,1634.973576454923,0.846154,130.10
1111.9119629939848,3445.753240316454,666.1429926194448,3186.676803817031,1589.5150002530859,0.871795,110.09
1473.494918534951,693.1880717209852,2143.542258967828,2744.0068482368843,2945.7679025393522,0.897436,147.29
909.8105032797486,1405.9630726852183,2229.78293417748,3826.2967587715007,1628.146731086054,0.923077,127.84
2926.3174075441525,590.6992065515135,1892.3493320288048,3423.8520420859636,1166.7820117895658,0.948718,101.03
3304.683577447373,2557.4740570837153,2846.6108961193654,623.3751924252797,667.8562769242666,0.974359,146.99
4411.881682016548,1155.5639212031722,2472.982510600351,1058.2372144557721,901.334671724156,1.000000,98.39
2948.475526127281,625.3947885866683,3843.214117444329,497.93126266349435,2084.9843051782273,0.000000,28.12
1834.3625062376216,2586.162062625179,2198.3172014270017,1160.3032933379104,2220.854936372287,0.025641,29.16
731.4935819738259,2759.4522377932803,2079.295996163623,2012.9087544149438,2416.8494296543277,0.051282,39.52
579.2808444282412,2323.619989648978,2309.75576913378,3596.181929868152,1191.1614669208507,0.076923,0.00
826.2942329798702,2309.1654207798547,2293.707773802858,2463.2697737658145,2107.5627986716026,0.102564,0.00
2513.388042024969,2176.776650583602,2232.174461527476,1591.75991500164,1485.9009308623138,0.128205,4.37
2972.569728995483,3007.2413195185986,823.0889389243974,372.1014914799742,2824.9985210815476,0.153846,6.77
2629.302972760345,509.1554287896001,2787.3013528811603,2481.144145385077,1593.0961001838189,0.179487,62.66
3504.2680604351854,1412.8017170355424,509.5794318316372,1685.5359729641716,2887.814817733465,0.205128,18.93
4095.455577079149,2209.50878128172,1074.887542779199,588.4649883921558,2031.6831104677763,0.230769,15.12
2336.7995759560945,3821.707014907505,684.7576789273144,1785.692817272592,1371.0429129364936,0.256410,69.41
2261.6109292830542,2360.707099532024,664.2333275833876,2327.306411962757,2386.1422316387757,0.282051,12.78
1649.3308053757949,3507.62409189528,2884.385317584161,1385.4406342274406,573.2191509173247,0.307692,65.48
1532.5150765079447,2107.694709466837,3196.0919531325226,1038.1268592442848,2125.5714016484108,0.333333,73.88
1197.2189191094028,2334.8954680839843,2170.5519934377544,2389.083780913285,1908.249838455574,0.358974,12.69
1565.209076884669,720.596451758092,3793.751735377574,1364.9061848802305,2555.5365510994334,0.384615,14.31
2816.1991998020258,836.9378833319051,2192.9153827492505,1708.723253095153,2445.224281021665,0.410256,78.26
2541.0275039806434,2371.9064254526647,2733.101543270148,382.64461885221857,1971.3199084443243,0.435897,53.82
4673.766003958297,788.6182387503234,2021.7965300811236,1954.9287032882123,560.8905239220443,0.461538,86.42
3536.276769757537,687.7054474255237,2258.870836450639,2865.9405364217732,651.2064099445261,0.487179,52.67
2625.8801041457705,1795.4047469525613,2473.1108917426372,2338.2744453130827,767.3298118459485,0.512821,79.22
3099.3762389964704,2141.077839061974,694.5863876419214,3363.691093349147,701.2684409504858,0.538462,46.52
4757.072191864123,1115.8275836332564,1243.5169717573099,1586.1087156504393,1297.4745370948708,0.564103,85.15
1979.6751136043915,332.06871464847325,2503.78346126051,2856.505411485674,2327.967299000952,0.589744,73.35
1636.191893815046,1340.4695606489652,2053.6449320414545,2248.0437616960653,2721.649851798469,0.615385,110.50
2833.433953357731,2342.3875538058437,1794.1035601064752,1195.3279798287504,1834.7469529012,0.641026,117.13
2563.666391634606,1119.0497304227617,3100.584070607902,1060.0576455875853,2156.642161747145,0.666667,57.71
2326.060123173612,2119.28158622613,1911.4604530873717,1280.2769239475053,2362.920913565381,0.692308,103.36
1842.8251631725507,2841.8510222296436,2417.0731497347824,1429.8577065781274,1468.392958284897,0.717949,97.26
1440.4771887796937,1886.2752776018665,1034.182870611661,2765.810190007033,2873.254472999745,0.743590,79.64
